,Address,Rentel_price,No_of_bed,No_of_bathroom,Area,Pets,Deposit,City,State code,Country,Washer/Dryer,Air_Conditioning,Parking,Fireplace,Dishwasher,Hardwood_floor,Roofdeck,Storage,Sno
5622,"03-581 Warsaw, Poland",PLN 6704 ,       2        Bed     ,       1        Bath     ,       592        Sq Ft     ,No,,Warsaw,03-581, Poland,No,No,Yes,No,Yes,No,No,No,5622
5623,"Czerniakowska 26A, 00-714 Warsaw, Poland",PLN 1751 ,       4        Bed     ,,,,,Warsaw,00-714, Poland,Yes,No,Yes,No,No,No,No,No,5623
5624,"03-307 Warsaw, Poland",PLN 6704 ,       1        Bed     ,       1        Bath     ,       366        Sq Ft     ,Yes,,Warsaw,03-307, Poland,No,No,No,No,Yes,No,No,No,5624
5625,"Warsaw, Masovian Voivodeship, Poland",PLN 9070 ,       1        Bed     ,       1        Bath     ,       344        Sq Ft     ,No,,,, Poland,No,Yes,No,No,Yes,No,No,No,5625
5626,"00-443 Warsaw, Poland",PLN 8675 ,       1        Bed     ,       1        Bath     ,       495        Sq Ft     ,Yes,,Warsaw,00-443, Poland,No,No,No,No,Yes,No,No,No,5626
5627,Leszczynska 4,PLN 17088 ,              Studio     ,,,,,,,,No,No,Yes,No,Yes,No,No,No,5627
5628,"Stefana Szolc-Rogozińskiego 19, 02-777 Warsaw, Poland",PLN 2400,       4        Bed     ,       1        Bath     ,,,,Warsaw,02-777, Poland,Yes,No,Yes,No,No,No,No,No,5628
5629,"Jagiellońska 6, 03-721 Warsaw, Poland",PLN 1567 ,       4        Bed     ,,,,,Warsaw,03-721, Poland,Yes,No,Yes,No,No,No,No,No,5629
5630,"R. Ver. Antônio Pessoa da Rocha, 78",PLN 5784 ,              Studio     ,,,,,,, Poland,No,No,Yes,No,No,No,No,No,5630
5631,"Warsaw, Masovian Voivodeship, Poland",PLN 17219 ,       2        Bed     ,       1        Bath     ,       635        Sq Ft     ,No,,,, Poland,No,No,No,No,Yes,No,No,No,5631
5632,"00-864 Warsaw, Poland",PLN 15379 ,              Studio     ,       409        Sq Ft     ,,Yes,,Warsaw,00-864, Poland,No,Yes,No,No,Yes,No,No,No,5632
5633,"01-173 Warsaw, Poland",PLN 8018 ,       2        Bed     ,       1        Bath     ,       409        Sq Ft     ,Yes,,Warsaw,01-173, Poland,No,No,No,No,Yes,No,No,No,5633
5634,"02-122 Warsaw, Poland",PLN 6046 ,              Studio     ,       1        Bath     ,       388        Sq Ft     ,No,,Warsaw,02-122, Poland,No,No,No,No,Yes,No,No,No,5634
5635,"Warsaw, Masovian Voivodeship, Poland",PLN 17219 ,       1        Bed     ,       1        Bath     ,       753        Sq Ft     ,No,,,, Poland,No,No,No,No,Yes,No,No,No,5635
5636,"Stanislawa Augusta 34, 13",PLN 6572 ,              Studio     ,,,,,,, Poland,No,No,No,No,No,No,No,No,5636
5637,"Plac Na Rozdrożu, 00-584 Warsaw, Poland",PLN 1700,       6        Bed     ,,,,,Warsaw,00-584, Poland,Yes,No,No,No,No,No,No,No,5637
5638,"Warsaw, Wołomin County, Poland",PLN 14853 ,       1        Bed     ,       1        Bath     ,,,,,, Poland,No,No,No,No,Yes,No,No,No,5638
5639,"Dzika 6, 00-172 Warsaw, Poland",PLN 3682 ,       2        Bed     ,,,,,Warsaw,00-172, Poland,Yes,No,No,No,No,No,No,No,5639
5640,"Warsaw, Masovian Voivodeship, Poland",PLN 6441 ,       1        Bed     ,       1        Bath     ,,,,,, Poland,No,No,Yes,No,No,No,No,No,5640
5641,"Warsaw, Masovian Voivodeship, Poland",PLN 7361 ,              Studio     ,       1        Bath     ,       226        Sq Ft     ,No,,,, Poland,No,Yes,No,No,Yes,No,No,No,5641
5642,"Warsaw, Masovian Voivodeship, Poland",PLN 6704 ,       1        Bed     ,       1        Bath     ,       291        Sq Ft     ,No,,,, Poland,No,No,No,No,No,No,No,No,5642
5643,"Aleje Jerozolimskie 119A, 02-017 Warsaw, Poland",PLN 2200,       3        Bed     ,,,,,Warsaw,02-017, Poland,Yes,No,No,No,No,No,No,No,5643
5644,"Ursynów, Warsaw, Masovian Voivodeship, Poland",PLN 12356 ,       1        Bed     ,       1        Bath     ,       409        Sq Ft     ,No,,,, Poland,No,No,No,No,No,No,No,No,5644
5645,"00-002 Warsaw, Poland",PLN 12356 ,       2        Bed     ,       2        Bath     ,       710        Sq Ft     ,Yes,,Warsaw,00-002, Poland,No,No,No,No,Yes,No,No,No,5645
5646,"Skierniewicka 19, 01-230 Warsaw, Poland",PLN 1700,       3        Bed     ,       1        Bath     ,,,,Warsaw,01-230, Poland,Yes,No,No,No,No,No,No,No,5646
5647,"Kaspijska 6, 02-760 Warsaw, Poland",PLN 1900,       6        Bed     ,,,,,Warsaw,02-760, Poland,Yes,No,Yes,No,No,No,No,No,5647
5648,"Leszno 19, 01-199 Warsaw, Poland",PLN 1350,       6        Bed     ,,,,,Warsaw,01-199, Poland,Yes,No,No,No,No,No,No,No,5648
5649,"Mokotów, Warsaw, Masovian Voivodeship, Poland",PLN 8807 ,       1        Bed     ,       1        Bath     ,       614        Sq Ft     ,Yes,,,, Poland,No,No,No,No,Yes,No,No,No,5649
5650,"Warsaw, Masovian Voivodeship, Poland",PLN 8018 ,       1        Bed     ,       1        Bath     ,       431        Sq Ft     ,No,,,, Poland,No,No,No,No,No,No,No,No,5650
5651,"00-728 Warsaw, Poland",PLN 6704 ,       1        Bed     ,       1        Bath     ,       538        Sq Ft     ,No,,Warsaw,00-728, Poland,No,No,No,No,Yes,No,No,No,5651
5652,"Warsaw, Masovian Voivodeship, Poland",PLN 6704 ,              Studio     ,       1        Bath     ,       452        Sq Ft     ,No,,,, Poland,No,Yes,No,No,Yes,No,No,No,5652
5653,"Warsaw, Masovian Voivodeship, Poland",PLN 8281 ,       2        Bed     ,       1        Bath     ,       517        Sq Ft     ,No,,,, Poland,No,No,Yes,No,Yes,No,No,No,5653
5654,"Złota, 00-819 Warsaw, Poland",PLN 6396 ,              Studio     ,       1        Bath     ,       33        m     ,No,,Warsaw,00-819, Poland,No,No,No,No,Yes,No,No,No,5654
5655,29 Borkowska,PLN 11304 ,              Studio     ,,,,,,,,No,No,Yes,No,Yes,No,No,No,5655
5656,"Żytnia 75/77, 01-149 Warsaw, Poland",PLN 1797 ,       4        Bed     ,,,,,Warsaw,01-149, Poland,Yes,No,Yes,No,No,No,No,No,5656
5657,"01-211 Warsaw, Poland",PLN 11041 ,       1        Bed     ,       1        Bath     ,       484        Sq Ft     ,Yes,,Warsaw,01-211, Poland,No,Yes,No,No,Yes,No,No,No,5657
5658,"Grzybowska 61b, 00-845 Warsaw, Poland",PLN 11516 ,       1        Bed     ,       1        Bath     ,       40        m     ,Yes,,Warsaw,00-845, Poland,No,Yes,No,No,Yes,No,No,No,5658
5659,"02-154 Warsaw, Poland",PLN 6046 ,              Studio     ,       1        Bath     ,       301        Sq Ft     ,Yes,,Warsaw,02-154, Poland,No,No,No,No,No,No,No,No,5659
5660,"Mennica Residence, Grzybowska 43A, 00-852 Warsaw, Poland",PLN 14876 ,       2        Bed     ,       50        m     ,,,,Warsaw,00-852, Poland,No,Yes,Yes,No,No,No,No,No,5660
5661,"Józefa Bellottiego 3, 01-022 Warsaw, Poland",PLN 1700,       6        Bed     ,       1        Bath     ,,,,Warsaw,01-022, Poland,Yes,No,No,No,No,No,No,No,5661
5662,Gieysztora 6,PLN 8149 ,              Studio     ,,,,,,,,No,Yes,No,No,Yes,No,No,No,5662
5663,"Tamka 37, 00-355 Warsaw, Poland",PLN 7360 ,              Studio     ,       1        Bath     ,       24        m     ,No,,Warsaw,00-355, Poland,No,No,No,No,Yes,No,No,No,5663
5664,"Władysława Orkana 10B, 02-656 Warsaw, Poland",PLN 1890,       1        Bed     ,,,,,Warsaw,02-656, Poland,Yes,No,Yes,No,No,No,No,No,5664
5665,"Twarda 14, 00-114 Warsaw, Poland",PLN 6908 ,       1        Bed     ,       1        Bath     ,       20        m     ,Yes,,Warsaw,00-114, Poland,No,No,No,No,No,No,No,No,5665
5666,"Topiel 15B, 48",PLN 6441 ,              Studio     ,,,,,,, Poland,No,No,No,No,Yes,No,No,No,5666
5667,"01-210 Warsaw, Poland",PLN 8675 ,       1        Bed     ,       1        Bath     ,       377        Sq Ft     ,No,,Warsaw,01-210, Poland,No,No,No,No,Yes,No,No,No,5667
5668,"01-253 Warsaw, Poland",PLN 9332 ,       2        Bed     ,       1        Bath     ,       700        Sq Ft     ,No,,Warsaw,01-253, Poland,No,No,No,No,Yes,No,No,No,5668
5669,"Warsaw, Masovian Voivodeship, Poland",PLN 7361 ,       1        Bed     ,       1        Bath     ,       409        Sq Ft     ,No,,,, Poland,No,No,No,No,Yes,No,No,No,5669
5670,"Dereniowa 10, 02-776 Warsaw, Poland",PLN 5774 ,       1        Bed     ,       1        Bath     ,       48        m     ,Yes,,Warsaw,02-776, Poland,No,Yes,Yes,No,Yes,No,No,No,5670
5671,"Warsaw, Masovian Voivodeship, Poland",PLN 11436 ,       1        Bed     ,       1        Bath     ,       377        Sq Ft     ,No,,,, Poland,No,Yes,Yes,No,Yes,No,No,No,5671
5672,"Ogrodowa 52/54, 00-876 Warsaw, Poland",PLN 1544 ,       3        Bed     ,,,,,Warsaw,00-876, Poland,Yes,No,No,No,No,No,No,No,5672
5673,"Wola, Warsaw, Masovian Voivodeship, Poland",PLN 9332 ,       1        Bed     ,       1        Bath     ,       377        Sq Ft     ,No,,,, Poland,No,No,No,No,Yes,No,No,No,5673
5674,"Konstruktorska 9A, 02-673 Warsaw, Poland",PLN 7466 ,       1        Bed     ,       1        Bath     ,       48        m     ,No,,Warsaw,02-673, Poland,No,No,No,No,No,No,No,No,5674
5675,"Warsaw, Masovian Voivodeship, Poland",PLN 12750 ,              Studio     ,,,,,,, Poland,No,Yes,Yes,No,Yes,No,No,No,5675
5676,Mokotowska 71,PLN 11961 ,              Studio     ,,,,,,,,No,Yes,No,No,Yes,No,No,No,5676
5677,"00-002 Warsaw, Poland",PLN 17482 ,       2        Bed     ,       1        Bath     ,       527        Sq Ft     ,Yes,,Warsaw,00-002, Poland,No,No,No,No,No,No,No,No,5677
5678,"Władysława Orkana 10B, 02-656 Warsaw, Poland",PLN 1950,       1        Bed     ,,,,,Warsaw,02-656, Poland,Yes,No,Yes,No,No,No,No,No,5678
5679,"Stanisława Noakowskiego 10, 00-666 Warsaw, Poland",PLN 1850,       5        Bed     ,,,,,Warsaw,00-666, Poland,Yes,No,No,No,No,No,No,No,5679
5680,"Warsaw, Masovian Voivodeship, Poland",PLN 7624 ,       1        Bed     ,       1        Bath     ,       452        Sq Ft     ,No,,,, Poland,No,No,No,No,Yes,No,No,No,5680
5681,"01-234 Warsaw, Poland",PLN 8412 ,       1        Bed     ,       1        Bath     ,       387        Sq Ft     ,No,,Warsaw,01-234, Poland,No,Yes,No,No,Yes,No,No,No,5681
5682,"00-819 Warsaw, Poland",PLN 7361 ,       1        Bed     ,       1        Bath     ,       420        Sq Ft     ,Yes,,Warsaw,00-819, Poland,No,Yes,No,No,Yes,No,No,No,5682
5683,"Warsaw, Masovian Voivodeship, Poland",PLN 6309 ,       1        Bed     ,       1        Bath     ,       291        Sq Ft     ,No,,,, Poland,No,No,No,No,No,No,No,No,5683
5684,"Klaudyny 2, 01-684 Warsaw, Poland",PLN 1100,       1        Bed     ,       3        Bath     ,,,,Warsaw,01-684, Poland,Yes,No,Yes,No,No,No,No,No,5684
5685,"Leszno 19, 01-199 Warsaw, Poland",PLN 1400,       6        Bed     ,,,,,Warsaw,01-199, Poland,Yes,No,No,No,No,No,No,No,5685
5686,"Wałbrzyska 15, 02-739 Warsaw, Poland",PLN 2599,       2        Bed     ,       1        Bath     ,,,,Warsaw,02-739, Poland,Yes,No,No,No,No,No,No,No,5686
5687,"Warsaw, Masovian Voivodeship, Poland",PLN 9595 ,       1        Bed     ,       1        Bath     ,       215        Sq Ft     ,Yes,,,, Poland,No,No,No,No,No,No,No,No,5687
5688,"Warsaw, Masovian Voivodeship, Poland",PLN 10384 ,       1        Bed     ,       1        Bath     ,       215        Sq Ft     ,Yes,,,, Poland,No,No,No,No,Yes,No,No,No,5688
5689,"Solec 28, 00-403 Warsaw, Poland",PLN 7200,       3        Bed     ,,,,,Warsaw,00-403, Poland,Yes,No,No,No,No,No,No,No,5689
5690,"Warsaw, Masovian Voivodeship, Poland",PLN 13802 ,       2        Bed     ,       1        Bath     ,       549        Sq Ft     ,No,,,, Poland,No,No,No,No,Yes,No,No,No,5690
5691,"Nowolipki 11A, 00-151 Warsaw, Poland",PLN 6194 ,       2        Bed     ,       1        Bath     ,       55        m     ,No,,Warsaw,00-151, Poland,No,No,No,No,No,No,No,No,5691
5692,"Płocka 8, 01-231 Warsaw, Poland",PLN 1400,       3        Bed     ,       1        Bath     ,,,,Warsaw,01-231, Poland,Yes,No,No,No,No,No,No,No,5692
5693,"Warsaw, Masovian Voivodeship, Poland",PLN 12356 ,       1        Bed     ,       1        Bath     ,       377        Sq Ft     ,No,,,, Poland,No,Yes,Yes,No,Yes,No,No,No,5693
5694,"Aleja Krakowska 291, 02-133 Warsaw, Poland",PLN 4959 ,       1        Bed     ,       36        m     ,,,,Warsaw,02-133, Poland,No,No,Yes,No,Yes,No,No,No,5694
5695,"Ludwika Narbutta 55/57, 02-529 Warsaw, Poland",PLN 1450,       7        Bed     ,,,,,Warsaw,02-529, Poland,Yes,No,No,No,No,No,No,No,5695
5696,"Zygmunta Słomińskiego 7, 00-195 Warsaw, Poland",PLN 6396 ,       1        Bed     ,       1        Bath     ,,,,Warsaw,00-195, Poland,No,No,Yes,No,Yes,No,No,No,5696
5697,"Warsaw, Masovian Voivodeship, Poland",PLN 12093 ,       2        Bed     ,       1        Bath     ,       495        Sq Ft     ,No,,,, Poland,No,No,No,No,Yes,No,No,No,5697
5698,"Warsaw, Masovian Voivodeship, Poland",PLN 18139 ,       3        Bed     ,       1        Bath     ,       646        Sq Ft     ,No,,,, Poland,No,No,Yes,No,Yes,No,No,No,5698
5699,"Komputerowa 7A, 02-676 Warsaw, Poland",PLN 7783 ,              Studio     ,       1        Bath     ,       40        m     ,No,,Warsaw,02-676, Poland,No,No,Yes,No,Yes,No,No,No,5699
5700,"R. Ver. Antônio Pessoa da Rocha, 78",PLN 6046 ,              Studio     ,,,,,,, Poland,No,No,Yes,No,No,No,No,No,5700
5701,"Warsaw, Masovian Voivodeship, Poland",PLN 15905 ,              Studio     ,       1        Bath     ,,Yes,,,, Poland,No,Yes,No,No,Yes,No,No,No,5701
5702,"Dolna 21B, 00-773 Warsaw, Poland",PLN 2400,       5        Bed     ,       1        Bath     ,,,,Warsaw,00-773, Poland,Yes,No,Yes,No,No,No,No,No,5702
5703,"Wawa.Cut, Stanisława Noakowskiego 16, 00-666 Warsaw, Poland",PLN 8742 ,       1        Bed     ,       31        m     ,,,,Warsaw,00-666, Poland,No,No,No,No,No,No,No,No,5703
5704,15 Ciasna,PLN 13802 ,              Studio     ,,,,,,,,No,No,No,No,Yes,No,No,No,5704
5705,"Wolska 69, 01-229 Warsaw, Poland",PLN 1280,       6        Bed     ,,,,,Warsaw,01-229, Poland,Yes,No,No,No,No,No,No,No,5705
5706,"Władysława Orkana 10B, 02-656 Warsaw, Poland",PLN 1850,       1        Bed     ,,,,,Warsaw,02-656, Poland,Yes,No,Yes,No,No,No,No,No,5706
5707,"Warsaw, Masovian Voivodeship, Poland",PLN 9332 ,       1        Bed     ,       1        Bath     ,       538        Sq Ft     ,Yes,,,, Poland,No,No,No,No,Yes,No,No,No,5707
5708,"Warsaw, Masovian Voivodeship, Poland",PLN 6704 ,       1        Bed     ,       1        Bath     ,       366        Sq Ft     ,Yes,,,, Poland,No,No,No,No,Yes,No,No,No,5708
5709,"Zegiestowska 9, 102",PLN 5784 ,              Studio     ,,,,,,, Poland,No,No,Yes,No,Yes,No,No,No,5709
5710,"02-495 Warsaw, Poland",PLN 5389 ,              Studio     ,       1        Bath     ,       215        Sq Ft     ,Yes,,Warsaw,02-495, Poland,No,No,No,No,No,No,No,No,5710
5711,"Złota 61, 00-819 Warsaw, Poland",PLN 7783 ,       1        Bed     ,       1        Bath     ,       34        m     ,No,,Warsaw,00-819, Poland,No,No,No,No,Yes,No,No,No,5711
5712,"Warsaw, Masovian Voivodeship, Poland",PLN 12619 ,       1        Bed     ,       1        Bath     ,,,,,, Poland,No,No,No,No,No,No,No,No,5712
5713,"Małej Łąki 74, 02-793 Warsaw, Poland",PLN 2400,       3        Bed     ,       1        Bath     ,,,,Warsaw,02-793, Poland,Yes,No,Yes,No,No,No,No,No,5713
5714,"Wola, Warsaw, Masovian Voivodeship, Poland",PLN 19717 ,       2        Bed     ,       1        Bath     ,       506        Sq Ft     ,No,,,, Poland,No,No,Yes,No,Yes,No,No,No,5714
5715,"Stefana Okrzei 12, 03-715 Warsaw, Poland",PLN 10664 ,       1        Bed     ,       1        Bath     ,       42        m     ,No,,Warsaw,03-715, Poland,No,No,Yes,No,Yes,No,No,No,5715
5716,"Central Tower, Aleje Jerozolimskie 81, 02-001 Warsaw, Poland",PLN 2450,       5        Bed     ,,,,,Warsaw,02-001, Poland,Yes,No,No,No,No,No,No,No,5716
5717,"Warsaw, Masovian Voivodeship, Poland",PLN 6704 ,       2        Bed     ,       1        Bath     ,       474        Sq Ft     ,No,,,, Poland,No,No,No,No,Yes,No,No,No,5717
5718,"Piwna 20/26, 00-265 Warsaw, Poland",PLN 7466 ,       2        Bed     ,       1        Bath     ,,,,Warsaw,00-265, Poland,No,No,No,No,No,No,No,No,5718
5719,"Warsaw, Masovian Voivodeship, Poland",PLN 14196 ,              Studio     ,       1        Bath     ,       301        Sq Ft     ,No,,,, Poland,No,No,No,No,No,No,No,No,5719
5720,"Dzieci Warszawy 31, 18",PLN 6441 ,              Studio     ,,,,,,, Poland,No,No,Yes,No,No,No,No,No,5720
5721,"Wola, Warsaw, Masovian Voivodeship, Poland",PLN 9201 ,       1        Bed     ,       1        Bath     ,       463        Sq Ft     ,No,,,, Poland,No,Yes,No,No,No,No,No,No,5721
5722,"Stanisława Noakowskiego 10, 00-666 Warsaw, Poland",PLN 1890,       6        Bed     ,,,,,Warsaw,00-666, Poland,Yes,No,No,No,No,No,No,No,5722
5723,"Aleja Jana Pawła II 20, 00-133 Warsaw, Poland",PLN 1500,       7        Bed     ,,,,,Warsaw,00-133, Poland,Yes,No,No,No,No,No,No,No,5723
5724,"Warsaw, Masovian Voivodeship, Poland",PLN 8018 ,       1        Bed     ,       1        Bath     ,       409        Sq Ft     ,No,,,, Poland,No,No,No,No,Yes,No,No,No,5724
5725,"00-029 Warsaw, Poland",PLN 21688 ,       3        Bed     ,       1        Bath     ,       657        Sq Ft     ,Yes,,Warsaw,00-029, Poland,No,Yes,No,No,Yes,No,No,No,5725
5726,"01-234 Warsaw, Poland",PLN 11698 ,       1        Bed     ,       1        Bath     ,       398        Sq Ft     ,No,,Warsaw,01-234, Poland,No,Yes,No,No,Yes,No,No,No,5726
5727,"Browarna 4, 00-338 Warsaw, Poland",PLN 8659,       1        Bed     ,,,,,Warsaw,00-338, Poland,Yes,No,No,No,No,No,No,No,5727
5728,"00-002 Warsaw, Poland",PLN 7361 ,       1        Bed     ,       1        Bath     ,       377        Sq Ft     ,No,,Warsaw,00-002, Poland,No,No,Yes,No,Yes,No,No,No,5728
5729,"Warsaw, Masovian Voivodeship, Poland",PLN 19191 ,       2        Bed     ,       1        Bath     ,       603        Sq Ft     ,No,,,, Poland,No,No,No,No,Yes,No,No,No,5729
5730,"02-232 Warsaw, Poland",PLN 7361 ,              Studio     ,,,,,Warsaw,02-232, Poland,No,No,No,No,Yes,No,No,No,5730
5731,"1 Sierpnia 49A, 27",PLN 4863 ,              Studio     ,,,,,,, Poland,No,No,No,No,Yes,No,No,No,5731
5732,"Bobrowiecka 3A, 52",PLN 6441 ,              Studio     ,,,,,,, Poland,No,No,Yes,No,Yes,No,No,No,5732
5733,"Kamienica Wolfa Krongolda, Złota 83, 00-819 Warsaw, Poland",PLN 1800,       5        Bed     ,,,,,Warsaw,00-819, Poland,Yes,No,No,No,No,No,No,No,5733
5734,"Warsaw, Masovian Voivodeship, Poland",PLN 29575 ,       2        Bed     ,       2        Bath     ,,Yes,,,, Poland,No,Yes,No,No,Yes,No,No,No,5734
5735,"Pulawska 50, 53",PLN 6309 ,              Studio     ,,,,,,, Poland,No,No,No,No,Yes,No,No,No,5735
5736,"Koprzywiańska 5, 04-285 Warsaw, Poland",PLN 2850,              Studio     ,       1        Bath     ,,,,Warsaw,04-285, Poland,Yes,No,Yes,No,No,No,No,No,5736
5737,"Warsaw, Masovian Voivodeship, Poland",PLN 12356 ,       2        Bed     ,       2        Bath     ,       603        Sq Ft     ,No,,,, Poland,No,No,No,No,Yes,No,No,No,5737
5738,"Warsaw, Masovian Voivodeship, Poland",PLN 6309 ,              Studio     ,       1        Bath     ,       398        Sq Ft     ,No,,,, Poland,No,No,No,No,Yes,No,No,No,5738
5739,"01-234 Warsaw, Poland",PLN 6967 ,              Studio     ,       1        Bath     ,       215        Sq Ft     ,Yes,,Warsaw,01-234, Poland,No,Yes,No,No,Yes,No,No,No,5739
5740,"Rosengartenstrasse 55, 8037 Zurich, Switzerland",CHF 3240,       3        Bed     ,       1        Bath     ,       67        m     ,Yes,2450,Zurich,8037, Switzerland,Yes,No,Yes,No,Yes,No,No,No,5740
5741,"Baurstrasse 29, 8008 Zurich, Switzerland",CHF 3944,              Studio     ,       1        Bath     ,       25        m     ,Yes,1500,Zurich,8008, Switzerland,Yes,No,Yes,No,Yes,No,No,No,5741
5742,"Lidl, Zürcherstrasse 133, 8952 Schlieren, Switzerland",CHF 2194,              Studio     ,       1        Bath     ,       24        m     ,No,,Schlieren,8952, Switzerland,Yes,No,Yes,No,Yes,No,No,No,5742
5743,"Forchstrasse 182, 8032 Zurich, Switzerland",CHF 2922,              Studio     ,       1        Bath     ,       27        m     ,Yes,2500,Zurich,8032, Switzerland,Yes,No,Yes,No,Yes,No,No,No,5743
5744,"Soodstrasse 88, 8041 Zurich, Switzerland",CHF 3113,       2        Bed     ,       2        Bath     ,       56        m     ,Yes,2310,Zurich,8041, Switzerland,Yes,No,Yes,No,Yes,No,No,No,5744
5745,"Zurich, Switzerland",CHF 7351 ,       1        Bed     ,       1        Bath     ,       462        Sq Ft     ,Yes,,,, Switzerland,No,No,Yes,No,Yes,No,No,No,5745
5746,"Zurich, Switzerland",CHF 12745 ,       2        Bed     ,       1        Bath     ,       106        Sq Ft     ,No,,,, Switzerland,No,No,No,No,Yes,No,No,No,5746
5747,"Schwamendingenstrasse 15, 8050 Zurich, Switzerland",CHF 2520,       1        Bed     ,       1        Bath     ,       18        m     ,Yes,2000,Zurich,8050, Switzerland,Yes,No,No,No,Yes,No,No,No,5747
5748,"Forchstrasse 284, 8008 Zurich, Switzerland",CHF 2464,              Studio     ,       1        Bath     ,       21        m     ,Yes,2000,Zurich,8008, Switzerland,Yes,No,No,No,No,No,No,No,5748
5749,"Swiss Star MARC AUREL, Badenerstrasse 362, 8004 Zurich, Switzerland",CHF 3800,       3        Bed     ,       1        Bath     ,       60        m     ,Yes,1000,Zurich,8004, Switzerland,Yes,No,Yes,No,Yes,No,No,No,5749
5750,"Zurich, Switzerland",CHF 9188 ,              Studio     ,       1        Bath     ,       194        Sq Ft     ,Yes,,,, Switzerland,No,No,No,No,No,No,No,No,5750
5751,"Zurich, Switzerland",CHF 8003 ,              Studio     ,,,,,,, Switzerland,No,No,Yes,No,Yes,No,No,No,5751
5752,"Friesstrasse 12, 8050 Zurich, Switzerland",CHF 3400,       3        Bed     ,       1        Bath     ,       60        m     ,Yes,1000,Zurich,8050, Switzerland,Yes,No,No,No,Yes,No,No,No,5752
5753,"Asylstrasse 125, 8032 Zurich, Switzerland",CHF 2250,              Studio     ,       1        Bath     ,       18        m     ,Yes,1000,Zurich,8032, Switzerland,Yes,No,Yes,No,No,No,No,No,5753
5754,"Dachslernstrasse 85a, 8048 Zurich, Switzerland",CHF 3094,       3        Bed     ,       1        Bath     ,       59        m     ,No,2290,Zurich,8048, Switzerland,Yes,No,Yes,No,Yes,No,No,No,5754
5755,"Buckhauserstrasse 16, 8048 Zurich, Switzerland",CHF 2968,       2        Bed     ,       1        Bath     ,       40        m     ,Yes,2000,Zurich,8048, Switzerland,Yes,No,No,No,Yes,No,No,No,5755
5756,"Forchstrasse 284, 8008 Zurich, Switzerland",CHF 2352,              Studio     ,       1        Bath     ,       20        m     ,Yes,2000,Zurich,8008, Switzerland,Yes,No,No,No,No,No,No,No,5756
5757,"8802 Kilchberg (ZH), Switzerland",CHF 4120 ,       1        Bed     ,       1        Bath     ,,,,(ZH),8802 Kilchberg, Switzerland,No,No,Yes,Yes,No,No,No,No,5757
5758,"Bahnhofstrasse 34, 8304 Wallisellen, Switzerland",CHF 2950,              Studio     ,       1        Bath     ,       34        m     ,Yes,1000,Wallisellen,8304, Switzerland,Yes,No,Yes,No,Yes,No,No,No,5758
5759,"Martastrasse 121, 8003 Zurich, Switzerland",CHF 2226,              Studio     ,       1        Bath     ,       18        m     ,No,1840,Zurich,8003, Switzerland,Yes,No,No,No,No,No,No,No,5759
5760,"Buckhauserstrasse 16, 8048 Zurich, Switzerland",CHF 2968,       2        Bed     ,       1        Bath     ,       40        m     ,Yes,2000,Zurich,8048, Switzerland,Yes,No,No,No,Yes,No,No,No,5760
5761,"Brunner's Textilpflege, Huttensteig, 8091 Zurich, Switzerland",CHF 2390,              Studio     ,       1        Bath     ,       20        m     ,Yes,1000,Zurich,8091, Switzerland,Yes,No,No,No,No,No,No,No,5761
5762,"Friesenbergstrasse 221, 8055 Zurich, Switzerland",CHF 4381,       2        Bed     ,       2        Bath     ,       54        m     ,Yes,3840,Zurich,8055, Switzerland,Yes,No,Yes,No,Yes,No,No,No,5762
5763,"Zurich, Switzerland",CHF 3794 ,              Studio     ,       1        Bath     ,       193        Sq Ft     ,No,,,, Switzerland,No,No,No,No,No,No,No,No,5763
5764,"Friesstrasse 12, 8050 Zurich, Switzerland",CHF 2950,       2        Bed     ,       1        Bath     ,       40        m     ,Yes,1000,Zurich,8050, Switzerland,Yes,No,No,No,Yes,No,No,No,5764
5765,"Zurich, Switzerland",CHF 8655 ,       3        Bed     ,       1        Bath     ,"       1,087        Sq Ft     ",No,,,, Switzerland,No,No,Yes,No,Yes,No,No,No,5765
5766,"Dörflistrasse 112, 8050 Zurich, Switzerland",CHF 4030,       3        Bed     ,       1        Bath     ,       69        m     ,Yes,3490,Zurich,8050, Switzerland,Yes,No,Yes,No,Yes,No,No,No,5766
5767,"Sonneggstrasse 77, 8006 Zurich, Switzerland",CHF 3374,              Studio     ,       1        Bath     ,       27        m     ,Yes,2000,Zurich,8006, Switzerland,Yes,No,Yes,No,Yes,No,No,No,5767
5768,"Friesenbergstrasse 221, 8055 Zurich, Switzerland",CHF 4035,       3        Bed     ,       2        Bath     ,       67        m     ,Yes,2900,Zurich,8055, Switzerland,Yes,No,Yes,No,Yes,No,No,No,5768
5769,"Lidl, Zürcherstrasse 133, 8952 Schlieren, Switzerland",CHF 2493,              Studio     ,       1        Bath     ,       34        m     ,No,,Schlieren,8952, Switzerland,Yes,No,Yes,No,Yes,No,No,No,5769
5770,"Zurich, Switzerland",CHF 6254 ,       1        Bed     ,       1        Bath     ,       645        Sq Ft     ,Yes,,,, Switzerland,No,No,Yes,No,Yes,No,No,No,5770
5771,"Zurich, Switzerland",CHF 4802 ,       1        Bed     ,       1        Bath     ,"       1,098        Sq Ft     ",No,,,, Switzerland,No,No,No,Yes,Yes,No,No,No,5771
